    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
63            -0.52905945        -0.12906657        -0.54269416        -0.30286646        0.028941320
64            -0.97084567        -0.95755064        -0.95617355        -0.93496796       -0.904185726
65            -0.96917490        -0.90128227        -0.93771116        -0.91617254       -0.926968932
66            -0.97912234        -0.97016726        -0.97809968        -0.96234196       -0.965524275
67            -0.59049662        -0.37266875        -0.51395172        -0.21312703       -0.304992489
68            -0.60671746        -0.26361510        -0.51660905        -0.13980139       -0.169261525
69            -0.49197995        -0.29534510        -0.38248308        -0.03417503        0.155742169
70            -0.96950133        -0.95711725        -0.95546036        -0.93800343       -0.936290605
71            -0.95843873        -0.90966180        -0.93937352        -0.90719084       -0.904641392
72            -0.98325031        -0.97579749        -0.97824965        -0.96320295       -0.962234984
73            -0.54143862        -0.23965071        -0.34137843        -0.20357546       -0.201386608
74            -0.54931462        -0.11506501        -0.32965378        -0.04641421       -0.081947940
75            -0.28308621         0.06337161        -0.13032747         0.15284525        0.395958035
76            -0.95419979        -0.93967140        -0.94385739        -0.93476490       -0.935750391
77            -0.96374352        -0.93161238        -0.94327315        -0.94323960       -0.945949804
78            -0.95442584        -0.93543977        -0.94177154        -0.93263661       -0.912351652
79            -0.10649037        -0.31839510        -0.15196669        -0.36673362       -0.151243650
80            -0.58176453        -0.38388934        -0.56792027        -0.40815027       -0.378618762
81            -0.29649490        -0.33930147        -0.21444307        -0.29960027        0.218911066
82            -0.96850350        -0.94363176        -0.95667806        -0.94741993       -0.908956776
83            -0.96822964        -0.93812164        -0.95754867        -0.95716506       -0.945611450
84            -0.96952498        -0.95368455        -0.95757021        -0.95690531       -0.927976881
85            -0.36156326        -0.10206305        -0.25972969        -0.13290220       -0.095217283
86            -0.38665580        -0.24026076        -0.11316214         0.16597419       -0.130264519
87             0.05860969        -0.13074045         0.11609088         0.02774981        0.301626757
88            -0.98299531        -0.98220031        -0.97658989        -0.96179868       -0.947981783
89            -0.97947719        -0.96967744        -0.97259549        -0.97551228       -0.953746071
90            -0.96211114        -0.95790389        -0.95741116        -0.96746124       -0.932279646
91            -0.69259387        -0.51475331        -0.59310740        -0.39829334       -0.458514063
92            -0.76538791        -0.47178278        -0.58116715        -0.67467188       -0.336061027
93            -0.53022553        -0.31877701        -0.52825452        -0.27345911        0.090280758
94            -0.98112486        -0.98510688        -0.98263664        -0.95445382       -0.953066009
95            -0.98846079        -0.97830172        -0.99402549        -0.98076297       -0.982255414
96            -0.97956484        -0.97618747        -0.98264027        -0.96143442       -0.973994005
97            -0.41589918        -0.50859585        -0.21589495        -0.21292576       -0.373516771
98            -0.26400847        -0.44104836         0.11868769         0.19670322       -0.075985181
99            -0.02487898        -0.29531554         0.01320823         0.49241438        0.471905155
100           -0.97275197        -0.97857712        -0.96980673        -0.95702086       -0.940589853
101           -0.96671843        -0.95711177        -0.95083619        -0.95099988       -0.949715060
102           -0.96859320        -0.94995904        -0.93808790        -0.94910716       -0.899463669
103           -0.64890525        -0.25339936        -0.53542210        -0.46146407       -0.275156242
104           -0.71455417        -0.36109686        -0.51702525        -0.48570175       -0.165242148
105           -0.34537654        -0.22735957        -0.40233230        -0.18319480        0.331150229
106           -0.98490842        -0.98615258        -0.97920172        -0.96673152       -0.949752001
107           -0.98263230        -0.95038029        -0.97513387        -0.96826486       -0.960337344
108           -0.97477568        -0.95541360        -0.96431089        -0.95819010       -0.956001034
109           -0.42233239        -0.59574649        -0.61973193        -0.43288531       -0.410463242
110           -0.56522084        -0.53239972        -0.64201806        -0.49242749       -0.370649738
111           -0.24197408        -0.42084401        -0.47951298        -0.37500063        0.114032089
112           -0.98117804        -0.97863286        -0.96679600        -0.96005826       -0.958335481
